place_id;place_name;address;location;latitude;longitude;category_place;subcategory_place;operating_hours;price;price_min;price_max;total_reviews;avg_rating;website_link;description;activity;facility;category_age
T043;Candi Sukuh;Tambak, Berjo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793;#UNKNOWN!;-76.273;1.111.315;sejarah, budaya, religi;Cagar Budaya Hindu-Buddha;"{""Senin"": ""07:00-17:00"", ""Selasa"": ""07:00-17:00"", ""Rabu"": ""07:00-17:00"", ""Kamis"": ""07:00-17:00"", ""Jumat"": ""07:00-17:00"", ""Sabtu"": ""07:00-17:00"", ""Minggu"": ""07:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Lokal"": 7000,
  ""Mancanegara"": 25000
  }
 }";7000;25;3633;4,6;;"Candi Sukuh adalah candi Hindu peninggalan Kerajaan Majapahit yang terletak di kaki Gunung Lawu, Karanganyar, Jawa Tengah. Candi ini memiliki arsitektur unik yang mirip dengan candi suku Maya, berbentuk trapesium. Candi ini dikenal sebagai ""the last temple"" karena merupakan peninggalan terakhir dari kerajaan Majapahit. Candi Sukuh menjadi tempat wisata sejarah yang menarik dengan berbagai relief, patung, dan cerita sejarah yang tersimpan di dalamnya.";Menjelajahi Candi,Mempelajari Sejarah Candi,dan Berburu Foto;area parkir, toilet, mushola, kios makanan, warung kopi, dan penginapan.;Semua Umur
T044;Rumah Atsiri Indonesia;Jl. Watusambang, Watusambang, Plumbon, Kec. Tawangmangu, Kabupaten Karanganyar, Jawa Tengah 57792;#UNKNOWN!;-765.496;1.111.019;lingkungan, kreativitas;Pengolahan Tanaman;"{""Senin"": ""10:00-17:00"", ""Selasa"": ""10:00-17:00"", ""Rabu"": ""10:00-17:00"", ""Kamis"": ""10:00-17:00"", ""Jumat"": ""10:00-17:00"", ""Sabtu"": ""10:00-17:00"", ""Minggu"": ""10:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Harga"": 50000 }
  }";50000;50000;6809;4,7;http://www.rumahatsiri.com/;Rumah Atsiri Indonesia adalah destinasi wisata edukatif di Tawangmangu, Jawa Tengah, yang menyajikan pengalaman unik seputar minyak atsiri. Berkonsep eduwisata, tempat ini menawarkan museum, kebun tanaman aromatik, workshop kecantikan, serta restoran berbahan rempah. Suasana asri dan wangi alami menjadikannya tempat ideal untuk belajar sekaligus relaksas;Tur Wisata Rumah Atsiri, Belajar Tentang Tanaman Aromatik, Mengunjungi Museum Atsiri.;Gazebo, Laboratorium, Pemandu wisata, Restoran, Spot foto Instagramable, Tempat parkir, Toilet umum, Toko oleh-oleh/souvenir.;Semua Umur
T045;Kebun Teh Kemuning;Jalan, Sumbersari, Kemuning, Ngargoyoso, Karanganyar Regency, Central Java 57794;#UNKNOWN!;-759.552;1.111.334;lingkungan;Proses budidaya & produksi teh;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";Gratis;0;0;1623;4,5;;Kebun Teh Kemuning adalah destinasi wisata alam yang terletak di lereng Gunung Lawu, Karanganyar, Jawa Tengah. Dengan pemandangan hijau dan udara sejuk, kebun teh seluas 437 hektare ini menawarkan pengalaman unik bagi pengunjung, mulai dari tur petik teh, jalur hiking, hingga spot foto estetik. Kebun Teh Kemuning juga merupakan peninggalan Kerajaan Mangkunegaran yang pertama kali dibuka pada tahun 1814.;Tur Petik Teh,Hiking,Foto Estetik,Piknik,Paralayang dan Flying Fox;Musala, Toilet umum, Lahan parkir yang luas, Rumah makan, Spot foto yang beragam, Arena paralayang dan flying fox.;Semua Umur
T046;Astana Giribangun;Jl. Astana Giribangun, Dengkeng, Girilayu, Kec. Matesih, Kabupaten Karanganyar, Jawa Tengah 57781;#UNKNOWN!;-765.211;1.110.713;sejarah, budaya, religi;Makam keluarga Presiden;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Harga"": 5000 }
  }";50000;50000;506;4,4;;Astana Giribangun merupakan kompleks makam Presiden RI ke-2, Soeharto, yang terletak di lereng Gunung Lawu, Karanganyar. Selain sebagai tempat ziarah, kawasan ini menjadi destinasi wisata religi dan edukatif dengan nuansa tenang, sejarah kuat, dan pemandangan alam yang sejuk.;Ziarah dan Refleksi Sejarah,Belajar Sejarah Dinasti Mataram & Mangkunegaran,Menjelajahi Kompleks Makam Bertingkat,Wisata Alam dan Fotografi,Kunjungan ke Masjid dan Ruang Refleksi.;Area parkir tertata (umum & khusus keluarga Cendana), Masjid dan kamar mandi/toilet umum, Ruang tunggu/istirahat peziarah, Rumah jaga dan bangunan untuk keluarga, Gapura utama sebagai penanda, Jasa foto peziarah.;Semua Umur
T047;Agrowisata Strawberry Tawangmangu;Kramat, Kalisoro, Kec. Tawangmangu, Kabupaten Karanganyar, Jawa Tengah 57792;#UNKNOWN!;-766.223;1.111.449;lingkungan, sains;Budidaya stroberi;"{""Senin"": ""09:00-16:00"", ""Selasa"": ""09:00-16:00"", ""Rabu"": ""09:00-16:00"", ""Kamis"": ""09:00-16:00"", ""Jumat"": ""09:00-16:00"", ""Sabtu"": ""09:00-16:00"", ""Minggu"": ""09:00-16:00""}";Gratis;0;0;163;4,7;;Kebun Strawberry Tawangmangu terletak di Kalisoro, Tawangmangu, Karanganyar, Jawa Tengah. Wisata ini menawarkan pengalaman edukasi yang menarik bagi pengunjung, terutama bagi mereka yang ingin memetik stroberi langsung dari kebun. Dikelola oleh petani lokal sejak 2001, kebun ini menampilkan berbagai jenis stroberi dengan kualitas unggul, yang dapat dipetik dan dinikmati langsung oleh pengunjung. Lokasinya yang berada di lereng Gunung Lawu memberikan udara sejuk dan pemandangan indah, menjadikannya tempat wisata favorit bagi keluarga, pelajar, dan wisatawan lainnya.;Memetik Stroberi,Edukasi Pertanian,Fotografi,Mencicipi Stroberi;Wadah Pemetik,Fasilitas Parkir,Toilet Umum,Spot Foto,Warung Makan;Semua Umur
T048;Taman Edukasi Intanpari;Jl. Jend. Gatot Subroto, Beningrejo, Gaum, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57716;#UNKNOWN!;-758.805;1.109.523;sains, teknologi, kreativitas;Teknologi dan Rekreasi Tematik;"{""Senin"": ""05:30-18:00"", ""Selasa"": ""05:30-18:00"", ""Rabu"": ""05:30-18:00"", ""Kamis"": ""05:30-18:00"", ""Jumat"": ""05:30-18:00"", ""Sabtu"": ""05:30-18:00"", ""Minggu"": ""05:30-18:00""}";"{
  ""Tiket Masuk"": {
  ""Harga"": 7000 }
  }";7000;7000;2976;4,2;https://pudanekausahakaranganyar.id/;Edupark Intanpari adalah destinasi wisata edukasi yang berada di Karanganyar, Jawa Tengah, yang menawarkan pengalaman liburan menyenangkan dan murah. Tempat ini cocok dikunjungi bersama keluarga atau rombongan. Edupark Intanpari menyajikan beragam wahana edukasi dan rekreasi yang bisa dinikmati oleh pengunjung dari berbagai kalangan usia. Lokasinya yang mudah dijangkau, dengan berbagai fasilitas yang nyaman, menjadikan tempat ini sangat populer untuk liburan edukatif.;Menjelajahi wahana pesawat bekas,Berenang di kolam renang,Menonton film VR,Berburu foto Instagramable.;Area parkir yang luas, Toilet, Musala, Tempat makan, Spot foto Instagramable, Wahana Kolam Renang, Wahana Edukasi.;Semua Umur
T049;Kemuning Skyhills;Jl. Karangpandan-Ngargoyoso, Sumbersari, Kemuning, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57794;#UNKNOWN!;-759.541;1.111.329;lingkungan;Geowisata & Lanskap Alam;"{""Senin"": ""09:00-18:30"", ""Selasa"": ""09:00-18:30"", ""Rabu"": ""09:00-18:30"", ""Kamis"": ""09:00-18:30"", ""Jumat"": ""09:00-18:30"", ""Sabtu"": ""09:00-18:30"", ""Minggu"": ""09:00-18:30""}";"{
  ""Tiket Masuk"": {
  ""Harga"": 10000 }
  }";10;10;1756;4,6;;Kemuning Sky Hills adalah destinasi wisata agrowisata yang terletak di kawasan kebun teh Kemuning, Karanganyar. Dengan konsep wisata alam yang mengusung keindahan perbukitan teh dan udara segar dari lereng Gunung Lawu, tempat ini menawarkan berbagai aktivitas seru seperti berfoto di jembatan kaca, berkeliling menggunakan ATV, hingga menikmati pemandangan alam dari Rumah Kaca. Destinasi ini juga dilengkapi dengan spot foto Instagrammable, bukit Teletubies, dan fasilitas wisata yang nyaman.;Belajar tentang Agrowisata Kebun Teh,Mencoba Sensasi Skybridge (Jembatan Kaca),Bersantai di Rumah Kaca,Bermain Outbond dan Paralayang,Berkeliling di Bukit Teletubbies dan Wisata Kuliner di Kafe,Berfoto di Spot Instagrammable;Restoran dan cafe, Area parkir, Toilet, Mushola, Flying fox, Outbond, Giant swing, Paralayang, Jeep dan ATV tour, Agrowisata kebun teh.;Semua Umur
T050;Agrowisata Amanah;Jl. Raya Solo - Tawangmangu KM. 34, 3, RT. 01/03, Karang Wetan, Karang, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791;#UNKNOWN!;-763.182;1.111.062;lingkungan, sains;Agrowisata Islami;"{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}";"{
  ""Outbound"": {
  ""TK"": 115500-242000,
  ""SD"": 115500-242000,
  ""SLB"": 115500-242000,
  ""Paintball"": 115500-242000,
  },
  ""Camping"": {
  ""Ceria Anak"": 258500-341000,
  ""Dewasa"": 258500-341000,
  },
  ""Paket Prasmanan"": 55000-77000
  }
 }";115500;242000;4746;4,5;;Agrowisata Amanah adalah destinasi wisata keluarga yang menggabungkan konsep edukasi, rekreasi, dan religi dalam satu kawasan. Terletak di jalur wisata Solo–Tawangmangu, tempat ini menawarkan suasana sejuk pegunungan serta berbagai wahana edukatif dan aktivitas luar ruang. Pengunjung bisa belajar tentang pertanian organik, beternak, hingga menjalani pelatihan karakter berbasis nilai-nilai Islam. Tempat ini sering digunakan sebagai lokasi outbound, kunjungan sekolah, dan wisata keluarga bernuansa islami, menjadikannya salah satu agrowisata terlengkap di Karanganyar.;Outbound, edukasi pertanian dan peternakan, pelatihan karakter islami, wisata religi, permainan anak, flying fox, berkuda, terapi ikan.;Restoran dengan menu dari hasil pertanian dan peternakan lokal, Bakery yang menyediakan berbagai roti dan kue, Homestay dengan 6 tipe kamar, mulai dari standard hingga family room, Perkebunan organik untuk edukasi pertanian, Peternakan dan perikanan sebagai sarana belajar langsung, Ruang meeting untuk kegiatan perusahaan atau kelompok, Area parkir yang luas, Mushola untuk beribadah, Camping ground untuk kegiatan berkemah, Greenhouse sebagai sarana edukasi pertanian modern, Wahana permainan dan outbound untuk anak-anak dan dewasa;Semua Umur
T051;Telaga Kusuma Agrowisata Waterpark;Matesih ke Selatan, Tawun, Tunggulrejo, Jumantono, Karanganyar Regency, Central Java 57782;#UNKNOWN!;-766.626;1.110.461;lingkungan, sains;Agrowisata, Waterpark;"{""Senin"": ""08:00-21:00"", ""Selasa"": ""08:00-21:00"", ""Rabu"": ""08:00-21:00"", ""Kamis"": ""08:00-21:00"", ""Jumat"": ""08:00-21:00"", ""Sabtu"": ""08:00-21:00"", ""Minggu"": ""08:00-21:00""}";"{
  ""Tiket Masuk"": {
  ""Weekday"": {
  ""Umum"": 10000
  },
  ""Weekend"": {
  ""Umum"": 15000
  }
  },
  ""Bioskop VR"": {
  ""Weekday"": {
  ""Umum"": 10000
  },
  ""Weekend"": {
  ""Umum"": 20000
  }
  }
 }";10000;20000;1266;4,6;;Telaga Kusuma Agrowisata Waterpark merupakan destinasi wisata yang menggabungkan konsep agrowisata dan rekreasi air. Terletak di lahan seluas 1,4 hektare, tempat ini menawarkan berbagai fasilitas seperti kolam renang dari mata air alami, taman bunga yang estetik, bioskop VR, serta area outbound dan camping.;Berenang, bermain air, berkeliling kebun, edukasi pertanian, piknik keluarga, foto-foto, bermain di taman.;Kolam renang dewasa dan anak, Taman bunga, Bioskop VR, Area outbound, Camping ground, Gazebo untuk bersantai, Cafetaria/restoran, Balai pertemuan/meeting room, Musholla, Kamar mandi umum dan ruang ganti, Area parkir luas, Spot foto Instagramable, Wifi area;Semua Umur
T052;Agrowisata Kampoeng Karet;Kenteng, Puntukrejo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793;#UNKNOWN!;-762.269;1.111.038;lingkungan, sains;Agrowisata, Outbound, Camping;"{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}";"{
  ""Tiket Masuk"": {
  ""Weekday"": {
  ""Dewasa"": 10000,
  ""Anak"": 7000
  },
  ""Weekend"": {
  ""Dewasa"": 7000,
  ""Anak"": 6000
  }
  },
  ""Outbound"": {
  ""Anak"": 85000,
  ""Dewasa"": 90000,
  ""Family Gathering"": 130000
  }
 }";6000;130000;2091;4,3;;Agrowisata Kampoeng Karet merupakan destinasi wisata edukatif yang menawarkan suasana sejuk di tengah hutan karet. Tempat ini menyediakan berbagai fasilitas seperti kolam renang, area outbound, camping ground, serta spot-spot foto menarik, menjadikannya pilihan ideal untuk rekreasi keluarga dan kegiatan kelompok.;Rekreasi, Outbound, Camping;"Free Wi-Fi, Mushola, Spot selfie, Area parkir luas,
 Gazebo, Kolam renang, Toilet bersih, Kolam terapi ikan, Restoran, Area outbound (flying fox, hammock, ayunan, memanah), Camping ground, Wahana bermain anak";Semua Umur
T053;Agrowisata Jambu Merah Ngargoyoso;Candi, RT.02/RW.04, Candi, Jatirejo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793;#UNKNOWN!;-758.205;1.110.919;lingkungan, sains;Agrowisata, Petik Buah, Outbound;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Umum"": 5000
  }
 }";5000;5000;93;4,5;;"Agrowisata Jambu Merah PUJA menawarkan pengalaman edukatif di tengah kebun jambu seluas sekitar
 1 hektar. Pengunjung dapat memetik jambu langsung dari pohon, belajar budidaya jambu, serta menikmati berbagai olahan jambu seperti es krim dan keripik. Tempat ini juga menyediakan fasilitas outbound dan menerima kunjungan studi banding.";Budidaya;"Area petik jambu, Gazebo dan ayunan. Loket tiket,
 Tempat parkir, Mushola, Toilet, Area outbound, Pembibitan jambu, Produk olahan jambu (jus, es krim, keripik, teh, sabun)";Semua Umur
T054;The Nice Park Solo;Jl. Mayor Achmadi, Kedunggong, Jeruksawit, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57188;#UNKNOWN!;-750.946;110.857;lingkungan, kreativitas;Playground, Edukasi, Wahana Anak;"{""Senin"": ""09:00-17:00"", ""Selasa"": ""09:00-17:00"", ""Rabu"": ""09:00-17:00"", ""Kamis"": ""09:00-17:00"", ""Jumat"": ""09:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Umum"": 30000
  }
 }";30000;30000;530;3,9;;"The Nice Park Solo adalah destinasi wisata keluarga terbaru di Karanganyar yang menawarkan berbagai
 wahana bermain indoor dan outdoor. Dibuka pada Desember 2024, taman ini menyediakan beragam aktivitas seru dan edukatif untuk anak-anak serta fasilitas lengkap untuk kenyamanan pengunjung.";Wisata, Wahana Anak;"Playground indoor dan outdoor, Rainbow Slide
  (seluncuran pelangi), Kolam renang dengan jembatan goyang, Ayunan raksasa (Giant Swing), Flying Fox, Sky Bridge (jembatan gantung), Hanging Steps (tangga gantung), Mini Zoo dengan hewan jinak seperti kelinci, kambing, dan burung, Foodcourt dengan berbagai pilihan kuliner, Resto, Mushola, Toilet bersih, Area parkir luas";Semua Umur
T055;Museum Karst Indonesia;Jalan Raya Pracimantoro-Giritontro KM 4, Desa Gebangharjo, Kecamatan Pracimantoro, Kabupaten Wonogiri, Jawa Tengah;#UNKNOWN!;-804.146;1.107.832;sains, lingkungan;Museum Geologi;"{""Senin"": ""08:30-15:30"", ""Selasa"": ""08:30-15:30"", ""Rabu"": ""08:30-15:30"", ""Kamis"": ""08:30-15:30"", ""Jumat"": ""tutup"", ""Sabtu"": ""08:30-15:30"", ""Minggu"": ""08:30-15:30""}";"{
  ""Tiket Masuk"": {
  ""Umum"": 5000
  }
 }";5000;5000;1128;4,3;;"Museum Karst Indonesia adalah museum geologi terbesar di Asia Tenggara yang didirikan pada tahun 2009
 dan diresmikan oleh Presiden Susilo Bambang Yudhoyono. Museum ini menyajikan informasi lengkap tentang kawasan karst, termasuk proses pembentukannya, pemanfaatan oleh manusia purba, dan berbagai jenis batuan kapur yang ditemukan di Indonesia.";Edukasi;"Area parkir kendaraan yang luas, Toilet umum,
 Mushola, Panggung acara, Tempat bersantai, Panel informasi dan peta digital sebaran karst, Layar informasi dan pemutaran film dokumenter, Pemandu wisata/educator guide, Tujuh gua di sekitar museum: Gua Tembus, Gua Potro-Bunder, Gua Gilap, Gua Mrica, Gua Sapen, Gua Sonya Wuri, dan Gua Sodong";Semua Umur
T056;Goa Putri Kencono;Dusun Wonosobo, RT.3/RW.1, Gunungan, Desa Wonodadi, Kecamatan Pracimantoro, Kabupaten Wonogiri, Jawa Tengah 57664;#UNKNOWN!;-801.948;1.107.932;lingkungan, sejarah;Goa;"{""Senin"": ""08:00-15:30"", ""Selasa"": ""08:00-15:30"", ""Rabu"": ""08:00-15:30"", ""Kamis"": ""08:00-15:30"", ""Jumat"": ""08:00-15:30"", ""Sabtu"": ""08:00-15:30"", ""Minggu"": ""08:00-15:30""}";"{
  ""Tiket Masuk"": {
  ""Umum"": 5000
  }
 }";5000;5000;135;4,2;;Goa Putri Kencono merupakan gua karst alami yang terletak di kawasan Gunung Sewu. Dengan panjang lorong sekitar 121 meter dan tinggi serta lebar sekitar 4 meter, gua ini menawarkan keindahan stalaktit dan stalagmit yang memukau. Terdapat tujuh ruangan di dalam gua yang masing-masing memiliki cerita dan fungsi tersendiri, seperti ruang tamu, ruang kebudayaan, dan ruang perpustakaan;Edukasi;"Area parkir kendaraan, Toilet umum, Mushola,
  Warung makan dan minuman";Remaja
T057;Obyek Wisata Waduk Gajah Mungkur Wonogiri;Godean, Sendang, Kecamatan Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615;#UNKNOWN!;-785.504;1.091.051;lingkungan;Waduk / Danau Buatan;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Weekday"": 15000,
  ""Weekend"": 20000
  },
  ""Waterboom"": 15000,
  ""Wisata Perahu"": 10000,
  ""Parkir"": {
  ""Motor"": 2000,
  ""Mobil"": 5000,
  ""Mini Bus"": 10000,
  ""Bus"": 20000
  }
 }";15000;20000;9617;4,2;;"Waduk Gajah Mungkur merupakan danau buatan yang dibangun di atas Sungai Bengawan Solo. Selain
 berfungsi sebagai irigasi dan pembangkit listrik, waduk ini juga menjadi destinasi wisata populer di Wonogiri. Pengunjung dapat menikmati berbagai aktivitas seperti wisata air, taman satwa, waterboom, dan spot foto menarik seperti jembatan kaca.";Wisata, Wahana Anak;"Area parkir luas, Toilet umum, Mushola, Warung makan dan kantin,
 Waterboom dengan seluncuran dan kolam renang, Taman Satwa mini dengan berbagai jenis hewan, Playground anak dengan berbagai permainan, Wisata perahu dan sepeda air, Jembatan kaca untuk spot foto, Area berkemah dan campervan, Spot memancing, Panggung hiburan outdoor, Pusat informasi wisata";Remaja
T058;Taman Satwa Gajah Mungkur;"Godean, Desa Sendang, Kecamatan
  Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615";#UNKNOWN!;-785.529;1.109.139;lingkungan, sains;Kebun Binatang Mini / Taman Satwa;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Tiket Masuk Kawasan Waduk Gajah Mungkur"": {
  ""Weekday"": 10000,
  ""Weekend"": 12000
  },
  ""Parkir"": {
  ""Motor"": 2000,
  ""Mobil"": 5000,
  ""Mini Bus"": 10000,
  ""Bus"": 20000
  }
 }";10000;12000;303;3,9;;Taman Satwa Gajah Mungkur merupakan kebun binatang mini yang berfungsi sebagai lahan konservasi bagi berbagai satwa langka dan dilindungi. Terletak di kawasan Waduk Gajah Mungkur, taman ini menyajikan pengalaman edukatif dan rekreatif bagi pengunjung dari berbagai usia. Koleksi hewan yang menjadi daya tarik utama termasuk gajah, elang bondol, merak, siamang, jalak putih, rusa timor, orang utan, bulus, kasuari, dan lainnya.;Edukasi;"Area parkir luas, Toilet umum, Mushola, Warung
 makan dan kantin, Gazebo dan area piknik, Taman bermain anak, Spot foto menarik, Akses ke wahana lain di kawasan Waduk Gajah Mungkur seperti waterboom dan wisata perahu";Remaja
T059;Gunung Sewu Geopark;Kawasan ini membentang di tiga kabupaten: Gunungkidul (Daerah Istimewa Yogyakarta), Wonogiri (Jawa Tengah), dan Pacitan (Jawa Timur).;#UNKNOWN!;-808.333;1.105.833;sains, lingkungan;Geopark, Karst, Caving;"{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}";5000;5000;5000;29;4,4;;Gunung Lawu adalah gunung berapi yang terletak di perbatasan antara Jawa Tengah dan Jawa Timur, Indonesia, dengan ketinggian sekitar 3.265 meter di atas permukaan laut. Gunung ini dikenal sebagai salah satu tujuan pendakian populer di Jawa karena pemandangannya yang indah, jalur pendakian yang menantang, serta keanekaragaman flora dan fauna. Gunung Lawu juga memiliki nilai spiritual yang tinggi bagi masyarakat setempat, karena banyak yang menganggapnya sebagai tempat keramat. Pendakian ke puncak Gunung Lawu menawarkan pengalaman alam yang memukau, dengan udara segar dan pemandangan spektakuler, terutama saat matahari terbit.;Pendakian gunung, Camping, Foto-foto alam, Menikmati matahari terbit di puncak, Tracking di hutan sekitar, Wisata sejarah dan budaya.;Pos pendakian, Area perkemahan, Toilet umum, Pusat informasi, Warung atau kios makanan ringan, Pemandu wisata, Tempat ibadah (mushola).;Remaja
T060;Bukit Cumbri;"Desa Kepyar, Kecamatan
 Purwantoro, Kabupaten Wonogiri, Jawa Tengah, Indonesia";#UNKNOWN!;-784.075;1.113.059;lingkungan;Hikking, Camping;{};"{
  ""Tiket Masuk"": {
  ""Umum"": 3500
  },
  ""Parkir"": {
  ""Sepeda Motor"": 5000,
  ""Mobil"": 10000
  },
  ""Paket Camping 2 Hari 1 Malam"": {
  ""Umum"": 250750
  }
 }";3500;250750;1692;4,6;;"Bukit Cumbri adalah destinasi wisata alam yang menawarkan pemandangan sabana hijau, lautan awan,
 serta panorama matahari terbit dan terbenam yang memukau. Dengan ketinggian sekitar 638 mdpl, bukit ini cocok untuk pendaki pemula dan menjadi tempat favorit untuk trekking, hiking, dan camping.";Mendaki, Camping;Area parkir untuk kendaraan roda dua dan empat, Jalur trekking dengan papan petunjuk, Mushola, Kamar mandi umum, Warung atau kios makanan dan minuman ringan, Area camping ground di puncak bukit, Spot foto alam;Remaja
T061;Museum Manusia Purba Sangiran Klaster Dayu;"Desa Dayu, Kecamatan
 Gondangrejo, Kabupaten Karanganyar, Jawa Tengah, Indonesia";#UNKNOWN!;-747.423;110.846;sains, sejarah;Museum Arkeologi, Sejarah Manusia Purba;"{""Senin"": ""tutup"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}";"{
  ""Tiket Masuk"": {
  ""Dewasa"": 5000,
  ""Anak-anak"": 2000
  }
 }";2000;5000;831;4,4;;"Museum ini merupakan bagian dari Situs Sangiran yang diakui UNESCO sebagai Warisan Dunia.
 Klaster Dayu menyajikan informasi tentang lapisan tanah Sangiran dan berbagai artefak manusia purba, termasuk fosil Homo erectus.";Edukasi;Ruang Pamer, Ruang Audio Visual, Perpustakaan, Area Parkir, Gazebo, Area Bermain, Toilet, Mushola, Anjungan;Remaja
T062;Taman Kridoanggo Sragen;Jl. Sukowati No.488, Dusun Kebayanan Krajoyok, Sragen Wetan, Kecamatan Sragen, Kabupaten Sragen, Jawa Tengah 57211, Indonesia;#UNKNOWN!;-742.595;1.110.281;lingkungan;Taman Kota, Ruang Terbuka Hijau;"{""Senin"": ""00.00-23.59"", ""Selasa"": ""00.00-23.59"", ""Rabu"": ""00.00-23.59"", ""Kamis"": ""00.00-23.59"", ""Jumat"": ""00.00-23.59"", ""Sabtu"": ""00.00-23.59"", ""Minggu"": ""00.00-23.59""}";"{
  ""Tiket Masuk"": {
  ""Umum"": ""0""
  }
 }";0;0;3624;4,3;;Taman Kridoanggo Sragen adalah Sebuah taman yang terletak di pusat kota Sragen yang menawarkan tempat bersantai dan tempat wisata kuliner. Terletak di Kabupaten Sragen provinsi Jawa Tengah, Taman Kridoanggo Sragen mudah diakses dengan berbagai moda transportasi.;Jogging Track, Playground, Quality Time;Playground, Tempat Parkir, Amphitheater, Jogging Track, Pedagang Makanan dan Minuman, Area Bermain Anak, Free Wi-Fi, Bangku Taman, Pohon Trembesi yang Rindang;Balita, Anak-anak
T063;Wisata Edukasi Poktan Mandiri Terpadu;Desa Tanon, Kecamatan Tanon, Kabupaten Sragen, Jawa Tengah, Indonesia;#UNKNOWN!;-747.423;1.109.138;sains, teknologi, kreativitas;Agrowisata, Pertanian Terpadu;"{""Senin"": ""08.00-17.00"", ""Selasa"": ""08.00-17.00"", ""Rabu"": ""08.00-17.00"", ""Kamis"": ""08.00-17.00"", ""Jumat"": ""08.00-17.00"", ""Sabtu"": ""08.00-17.00"", ""Minggu"": ""08.00-17.00""}";"{
  ""Tiket Masuk"": {
  ""Umum"": ""0""
  }
 }";0;0;10;4,3;;"Wisata Edukasi POKTAN MANDIRI TERPADU merupakan destinasi agrowisata yang menawarkan
 pengalaman belajar langsung tentang pertanian dan peternakan. Pengunjung, terutama anak-anak, dapat terlibat dalam kegiatan seperti menanam padi, menangkap ikan, memerah susu kambing atau sapi, serta menikmati area bermain di lingkungan pertanian";Edukasi Pertanian dan Peternakan;Lahan pertanian untuk kegiatan edukatif, Kolam ikan untuk kegiatan menangkap ikan, Kandang sapi dan kambing untuk edukasi peternakan, Kebun buah naga dan jambu bol untuk edukasi hortikultura, Area bermain anak di lingkungan pertanian, Pemberian susu segar kepada pengunjung anak-anak;Anak-anak, Remaja
