ID Tempat,Nama Wisata,Detail Alamat,Latitude,Longitude,Kategori,Jenis Tempat,Jam Operasional,Harga Tiket,Harga Min,Harga Max,Jumlah Ulasan (Google Maps),Overall Rating (Google Maps),Link Website,Deskripsi Singkat,Aktivitas,Fasilitas,Kategori Umur,Deskripsi Cleaned,Aktivitas Cleaned,Fasilitas Cleaned
T084,Kahyangan Dlepih,"Desa Dlepih, Kecamatan Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah 57672, Indonesia",-7.972965,111.0755517,lingkungan,"Wisata Spiritual, Petilasan Sejarah, Wisata Alam","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}","{
  ""tiket_masuk"": {
  ""dewasa"": ""5000"",
  ""anak-anak"": ""2.500""
  },
  ""parkir"": {
  ""sepeda_motor"": ""2000"",
  ""mobil"": ""3000""
  }
 }",2500,5000,248,4.7,,"Kahyangan Dlepih adalah destinasi wisata spiritual dan alam yang terletak di Desa Dlepih, Kecamatan 
 Tirtomoyo, Kabupaten Wonogiri. Tempat ini dikenal sebagai petilasan Panembahan Senopati, pendiri Kerajaan Mataram Islam, dan dipercaya sebagai lokasi pertemuannya dengan Kanjeng Ratu Kidul. Dikelilingi oleh hutan pegunungan yang asri dan aliran Kali Kahyangan, kawasan ini menawarkan suasana yang tenang dan mistis, cocok untuk meditasi dan kegiatan spiritual lainnya.","Mendaki, Meditasi / Tirakat","Area parkir, tempat ibadah, toilet umum, penginapan sederhana, jalur berjalan kaki dan hiking, spot meditasi dan tirakat, aliran sungai dan bebatuan alami, situs sejarah.",Semua Umur,kahyangan dlepih adalah destinasi wisata spiritual dan alam yang terletak di desa dlepih kecamatan tirtomoyo kabupaten wonogiri tempat ini dikenal sebagai petilasan panembahan senopati pendiri kerajaan mataram islam dan dipercaya sebagai lokasi pertemuannya dengan kanjeng ratu kidul dikelilingi oleh hutan pegunungan yang asri dan aliran kali kahyangan kawasan ini menawarkan suasana yang tenang dan mistis cocok untuk meditasi dan kegiatan spiritual lainnya,"['mendaki', 'meditasi / tirakat']","['area parkir', 'tempat ibadah', 'toilet umum', 'penginapan sederhana', 'jalur berjalan kaki dan hiking', 'spot meditasi dan tirakat', 'aliran sungai dan bebatuan alami', 'situs sejarah.']"
T085,Pantai Nampu,"Pantai Nampu, Gunturharjo, Paranggupito, Wonogiri Regency, Central Java 57678, Indonesia",-7.3444022,110.9034865,lingkungan,"Wisata alam, pantai","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}","{
 ""Tiket Masuk "": 2000
 }",2000,2000,3934,4.5,,"Pantai Nampu terletak di selatan Wonogiri dan menawarkan keindahan pasir putih serta pemandangan laut lepas. Selain sebagai tempat wisata alam, Pantai Nampu juga bisa menjadi lokasi edukasi ekosistem pesisir. Pengunjung dapat mengenal lebih dekat tentang kehidupan biota laut, proses erosi, dan konservasi pantai.","Berenang, fotografi, bersantai di pantai","Area parkir, warung makan",Semua Umur,pantai nampu terletak di selatan wonogiri dan menawarkan keindahan pasir putih serta pemandangan laut lepas selain sebagai tempat wisata alam pantai nampu juga bisa menjadi lokasi edukasi ekosistem pesisir pengunjung dapat mengenal lebih dekat tentang kehidupan biota laut proses erosi dan konservasi pantai,"['berenang', 'fotografi', 'bersantai di pantai']","['area parkir', 'warung makan']"
T086,Bukit Jonambang,"2W3X+3VX Bukit Jonambang, Dawe, Watuagung, Kec. Baturetno, Kabupaten Wonogiri, Jawa Tengah 57673, Indonesia",-7.3444022,110.9497395,lingkungan,Wisata alam,"{""Senin"": ""06.00–18.00"", ""Selasa"": ""06.00–18.00"", ""Rabu"": ""06.00–18.00"", ""Kamis"": ""06.00–18.00"", ""Jumat"": ""06.00–18.00"", ""Sabtu"": ""06.00–18.00"", ""Minggu"": ""06.00–18.00""}","{
  ""tiket_masuk"": 5000
  }",5000,5000,265,4.1,,"Bukit Jonambang terletak di Wonogiri yang menawarkan pemandangan indah dari atas ketinggian. Tempat ini cocok untuk mengenalkan anak-anak dan keluarga tentang ekosistem pegunungan, flora, dan fauna lokal. Dari puncak bukit, pengunjung bisa menikmati panorama alam sembari belajar tentang pentingnya menjaga kelestarian hutan dan daerah hijau.","Trekking, fotografi, menikmati pemandangan","Tempat parkir, gazebo, menara perahu, menara bambu, warung makan.",Semua Umur,bukit jonambang terletak di wonogiri yang menawarkan pemandangan indah dari atas ketinggian tempat ini cocok untuk mengenalkan anakanak dan keluarga tentang ekosistem pegunungan flora dan fauna lokal dari puncak bukit pengunjung bisa menikmati panorama alam sembari belajar tentang pentingnya menjaga kelestarian hutan dan daerah hijau,"['trekking', 'fotografi', 'menikmati pemandangan']","['tempat parkir', 'gazebo', 'menara perahu', 'menara bambu', 'warung makan.']"
T087,Goa Tembus Pracimantoro,"XQ6M+2FH Goa Tembus Pracimantoro, Unnamed Road, Mudal, Gebangharjo, Kec. Pracimantoro, Kabupaten Wonogiri, Jawa Tengah 57664, Indonesia",-7.3444022,110.7837306,lingkungan,Wisata alam,"{""Senin"": ""08:30-15:30"", ""Selasa"": ""08:30-15:30"", ""Rabu"": ""08:30-15:30"", ""Kamis"": ""08:30-15:30"", ""Jumat"": ""08:30-15:30"", ""Sabtu"": ""08:30-15:30"", ""Minggu"": ""08:30-15:30""}","{
  ""tiket_masuk"": 5000
  }",5000,5000,117,4.4,,"Goa Tembus Pracimantoro terletak di kawasan Pracimantoro, Wonogiri, Goa ini disebut ""Tembus"" karena memiliki jalur tembus yang menghubungkan dua mulut gua. Di dalam goa, pengunjung bisa mempelajari formasi stalaktit dan stalagmit yang terbentuk selama ribuan tahun.","Eksplorasi goa, edukasi geologi",Area Pakir,Semua Umur,goa tembus pracimantoro terletak di kawasan pracimantoro wonogiri goa ini disebut tembus karena memiliki jalur tembus yang menghubungkan dua mulut gua di dalam goa pengunjung bisa mempelajari formasi stalaktit dan stalagmit yang terbentuk selama ribuan tahun,"['eksplorasi goa', 'edukasi geologi']",['area pakir']
T088,Taman Tirtonadi,"Jl. A. Yani, Gilingan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57134",-7.55128384,110.82039822,lingkungan,"Taman Kota, Wisata Keluarga","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",0,0,0,1348,4.5,,"Taman Tirtonadi adalah tempat rekreasi sekaligus edukasi. Tempat ini dilengkapi dengan taman bermain, jalur jogging, dan fasilitas untuk belajar tentang lingkungan. Taman ini cocok untuk mengajarkan anak-anak tentang pentingnya menjaga kebersihan, daur ulang, dan penghijauan kota.","Bersantai, bermain, olahraga ringan","Area parkir luas, kamar mandi/toilet umum, gazebo & kursi taman, warung wisata & penjaja jajanan, akses jalan ramah disabilitas, spot foto instagramable.",Semua Umur,taman tirtonadi adalah tempat rekreasi sekaligus edukasi tempat ini dilengkapi dengan taman bermain jalur jogging dan fasilitas untuk belajar tentang lingkungan taman ini cocok untuk mengajarkan anakanak tentang pentingnya menjaga kebersihan daur ulang dan penghijauan kota,"['bersantai', 'bermain', 'olahraga ringan']","['area parkir luas', 'kamar mandi/toilet umum', 'gazebo & kursi taman', 'warung wisata & penjaja jajanan', 'akses jalan ramah disabilitas', 'spot foto instagramable.']"
T089,Waduk Mulur,"8V3H+9R4, Dondong, Mulur, Kec. Bendosari, Kabupaten Sukoharjo, Jawa Tengah 57528",-7.6950749,110.87909867,"sains, lingkungan",Sumber Daya Alam,"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}","{
  ""tiket_masuk"": 5000
  }",5000,5000,1820,4.2,,"Waduk Mulur terletak di Sukoharjo yang berfungsi sebagai irigasi untuk pertanian sekaligus tempat wisata. Pengunjung dapat mempelajari bagaimana waduk berperan dalam pengelolaan sumber daya air, pengendalian banjir, dan irigasi. Di sekitar waduk, pengunjung juga dapat menikmati pemandangan sambil belajar tentang berbagai jenis tanaman dan ekosistem air tawar.","Memancing, piknik, fotografi","Area parkir, warung makan",Semua Umur,waduk mulur terletak di sukoharjo yang berfungsi sebagai irigasi untuk pertanian sekaligus tempat wisata pengunjung dapat mempelajari bagaimana waduk berperan dalam pengelolaan sumber daya air pengendalian banjir dan irigasi di sekitar waduk pengunjung juga dapat menikmati pemandangan sambil belajar tentang berbagai jenis tanaman dan ekosistem air tawar,"['memancing', 'piknik', 'fotografi']","['area parkir', 'warung makan']"
T090,Ekowisata Kali Talang,"Unnamed Road, Sambangrejo, Balerante, Kec. Kemalang, Kabupaten Klaten, Jawa Tengah 57484",-7.58278486,110.46191016,"religi, budaya",Wisata Alam,"{""Senin"": ""08:30-17:00"", ""Selasa"": ""08:30-17:00"", ""Rabu"": ""08:30-17-00"", ""Kamis"": ""08:30-17:00"", ""Jumat"": ""08:30-17:00"", ""Sabtu"": ""08:30-17:00"", ""Minggu"": ""08:30-17:00""}","{
  ""tiket_masuk"": 5000
  }",5000,5000,2393,4.6,,"Ekowisata Kali Talang terletak di lereng Gunung Merapi tempat ini menawarkan pengalaman belajar tentang gunung berapi. Pengunjung dapat melihat lanskap vulkanik dari dekat, termasuk aliran lava yang membeku, material vulkanik, dan dampak letusan gunung berapi terhadap lingkungan sekitar. Tempat ini cocok untuk belajar geologi dan ekosistem pegunungan.","Trekking, camping, fotografi alam","Toilet bersih, area foto yang instagramable, mushola, tempat sampah di beberapa titik, tempat parkir, warung makan.",Semua Umur,ekowisata kali talang terletak di lereng gunung merapi tempat ini menawarkan pengalaman belajar tentang gunung berapi pengunjung dapat melihat lanskap vulkanik dari dekat termasuk aliran lava yang membeku material vulkanik dan dampak letusan gunung berapi terhadap lingkungan sekitar tempat ini cocok untuk belajar geologi dan ekosistem pegunungan,"['trekking', 'camping', 'fotografi alam']","['toilet bersih', 'area foto yang instagramable', 'mushola', 'tempat sampah di beberapa titik', 'tempat parkir', 'warung makan.']"
T091,Masjid Agung Al-Aqsha Klaten,"8J68+2XW, Jl. Solo - Jogja, Peraksangkal, Jonggrangan, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57435",-7.68963381,110.61636008,"kreativitas, seni",Agama dan Budaya Islam,"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",0,0,0,27733,4.8,,"Masjid Agung Al Aqsha di Klaten merupakan destinasi religi yang juga memiliki nilai edukasi tinggi. Masjid ini terkenal dengan arsitektur megah bergaya Timur Tengah, dengan kubah besar dan menara yang menjulang. Pengunjung dapat belajar tentang sejarah masjid, seni ukir Islam, dan tradisi keagamaan masyarakat Klaten.","Ibadah, wisata religi, menikmati pemandangan dari menara","Lift menara, area parkir",Semua Umur,masjid agung al aqsha di klaten merupakan destinasi religi yang juga memiliki nilai edukasi tinggi masjid ini terkenal dengan arsitektur megah bergaya timur tengah dengan kubah besar dan menara yang menjulang pengunjung dapat belajar tentang sejarah masjid seni ukir islam dan tradisi keagamaan masyarakat klaten,"['ibadah', 'wisata religi', 'menikmati pemandangan dari menara']","['lift menara', 'area parkir']"
T092,Taman Lampion Klaten,"Gg. Tidar, Barenglor, Bareng Lor, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57438",-7.69395348,110.60821078,lingkungan,Wisata alam,"{""Senin"": ""04:30-21:00"", ""Selasa"": ""04:30-21:00"", ""Rabu"": ""04:30-21:00"", ""Kamis"": ""04:30-21:00"", ""Jumat"": ""04:30-21:00"", ""Sabtu"": ""04:30-21:00"", ""Minggu"": ""04:30-21:00""}",5000,5000,10000,4526,4.2,,"Taman Lampion Klaten adalah salah satu destinasi wisata yang menarik di Kabupaten Klaten, Jawa Tengah. Tempat ini dikenal dengan keindahan lampion-lampion yang menghiasi taman, menjadikannya spot favorit bagi pengunjung, terutama saat malam hari ketika lampion-lampion tersebut menyala dan menciptakan suasana yang penuh warna dan magis.",Bersantai,"Taman hijau, toilet, bangku taman, lampion",Semua Umur,taman lampion klaten adalah salah satu destinasi wisata yang menarik di kabupaten klaten jawa tengah tempat ini dikenal dengan keindahan lampionlampion yang menghiasi taman menjadikannya spot favorit bagi pengunjung terutama saat malam hari ketika lampionlampion tersebut menyala dan menciptakan suasana yang penuh warna dan magis,['bersantai'],"['taman hijau', 'toilet', 'bangku taman', 'lampion']"
T093,Hutan Kota Gergunung,"8J93+WGV, Jl. Ki Ageng Gribig, Kwarsa, Gergunung, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57434",-7.68008416,110.60372712,lingkungan,Wisata Alam,"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",2000,2000,2000,3430,4.3,,"Destinasi ini sangat ramah untuk anak-anak dan juga sangat cocok untuk liburan keluarga. Pengelola hutan kota gergunung ini membuat beberapa spot foto untuk menarik para pengunjung, salah satu ikon dari destinasi ini adalah burung merpati yang cantik sehingga terdapat banyak rumah merpati atau biasa disebut pagupon.","Anda bisa berolahraga atau lari-lari kecil disekitar taman sambil menikmati kesejukan Hutan Kota Gergunung.
 Anak-nanak bisa menaiki kereta mini yang tersedia disana
 Berfoto
 Wahana playground untuk anak-anak agar tidak bosan saat berada disana","Jalan setapak, toilet, bangku","Anak-anak, Remaja",destinasi ini sangat ramah untuk anakanak dan juga sangat cocok untuk liburan keluarga pengelola hutan kota gergunung ini membuat beberapa spot foto untuk menarik para pengunjung salah satu ikon dari destinasi ini adalah burung merpati yang cantik sehingga terdapat banyak rumah merpati atau biasa disebut pagupon,['anda bisa berolahraga atau lari-lari kecil disekitar taman sambil menikmati kesejukan hutan kota gergunung.\n anak-nanak bisa menaiki kereta mini yang tersedia disana\n berfoto\n wahana playground untuk anak-anak agar tidak bosan saat berada disana'],"['jalan setapak', 'toilet', 'bangku']"
T094,Taman Wisata Jlengut,"8G8V+7C9, Jl jlengut indah Barepan, Geneng, Karangduren, Kec. Kebonarum, Kabupaten Klaten, Jawa Tengah 57486",-7.68400741,110.54366143,lingkungan,"Wisata Edukasi, Wisata Alam","{""Senin"": ""07:30-17:00"", ""Selasa"": ""07:30-17:00"", ""Rabu"": ""07:30-17:00"", ""Kamis"": ""07:30-17:00"", ""Jumat"": ""07:30-17:00"", ""Sabtu"": ""07:30-17:00"", ""Minggu"": ""07:30-17:00""}",5000,5000,6000,573,4.3,,"Taman Jlengut menyediakan wisata edukasi satwa, terdapat berbagai satwa yang ada di Taman Jlengut, seperti buaya, berbagai burung, berbagai jenis ular, kelinci, kambing, kura-kura, katak, kera, dan garangan.","Pengunjung memiliki kesempatan untuk berinteraksi langsung dengan berbagai satwa, seperti memberi makan kelinci dan kambing, serta menunggang kuda dengan bimbingan pemandu yang berpengalaman.","Gazebo, pendopo, area bermain anak.","Balita, Anak-anak",taman jlengut menyediakan wisata edukasi satwa terdapat berbagai satwa yang ada di taman jlengut seperti buaya berbagai burung berbagai jenis ular kelinci kambing kurakura katak kera dan garangan,"['pengunjung memiliki kesempatan untuk berinteraksi langsung dengan berbagai satwa', 'seperti memberi makan kelinci dan kambing', 'serta menunggang kuda dengan bimbingan pemandu yang berpengalaman.']","['gazebo', 'pendopo', 'area bermain anak.']"
T095,Obyek Wisata Kalimosodo,"CH5W+JM8, Area Sawah, Sudimoro, Kec. Tulung, Kabupaten Klaten, Jawa Tengah",-7.59073186,110.59678291,"sejarah, budaya",Wisata Alam,"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}",5000,5000,5000,70,4.4,,Obyek wisata yang memanfaatkan pinggiran sungai Pusur dan bangunan saluran air peninggalan Belanda sebagai ikon utama itu menjadi salah satu tujuan destinasi wisata alternatif di Kabupaten Klaten.,"Berfoto, Bersantai","toilet, pemandangan sungai yang indah",Remaja,obyek wisata yang memanfaatkan pinggiran sungai pusur dan bangunan saluran air peninggalan belanda sebagai ikon utama itu menjadi salah satu tujuan destinasi wisata alternatif di kabupaten klaten,"['berfoto', 'bersantai']","['toilet', 'pemandangan sungai yang indah']"
T096,Gondang Winangoen,"Jl. Raya Solo - Yogyakarta KM.25, Karang Asem, Plawikan, Kec. Jogonalan, Kabupaten Klaten, Jawa Tengah 57452",-7.72184126,110.56076831,"sejarah, budaya","sejarah, warisa, peninggalan budaya","{""Senin"": ""08:00-15:00"", ""Selasa"": ""08:00-15:00"", ""Rabu"": ""08:00-15:00"", ""Kamis"": ""08:00-15:00"", ""Jumat"": ""08:00-15:00"", ""Sabtu"": ""08:00-15:00"", ""Minggu"": ""08:00-15:00""}",20000,2000,40000,1322,4.3,,"Museum Gondang Winangoen merupakan bagian dari Pabrik Gula (PG) Gondang Winangoen yang didirikan oleh NV Klatensche Cultuur Maatschappij yang berkedudukan di Amsterdam, Belanda pada tahun 1860.[3] Pabrik ini dikelola oleh NV Mirandolle Vaut dan Co yang berkedudukan di Semarang.","outbond, flying fox","waterpark, zona permainan anak, adventure area, jembatan gantung, flying fox, perpustakaan, area bermain anak, wall climbing, dan lokasi outbound.",Remaja,museum gondang winangoen merupakan bagian dari pabrik gula pg gondang winangoen yang didirikan oleh nv klatensche cultuur maatschappij yang berkedudukan di amsterdam belanda pada tahun 18603 pabrik ini dikelola oleh nv mirandolle vaut dan co yang berkedudukan di semarang,"['outbond', 'flying fox']","['waterpark', 'zona permainan anak', 'adventure area', 'jembatan gantung', 'flying fox', 'perpustakaan', 'area bermain anak', 'wall climbing', 'dan lokasi outbound.']"
T097,Taman Pancasila,"Jl. Lawu, Dompon, Karanganyar, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57711",-7.59747684,110.95059264,"lingkungan, kreativitas","Taman Kota, Wisata Keluarga","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",0,0,0,12360,4.4,,"Taman Pancasila Karanganyar adalah ruang terbuka publik yang terletak di pusat kota Karanganyar. Taman ini dihiasi dengan patung-patung ikonik seperti Garuda, Ir. Soekarno, dan M. Hatta, serta tulisan besar ""Taman Pancasila"". Tempat ini menjadi destinasi favorit bagi keluarga untuk bersantai, bermain, dan menikmati suasana kota, terutama pada sore dan malam hari.","Bersantai dan menikmati suasana taman, Bermain dengan anak-anak di area permainan, Menikmati kuliner lokal dari pedagang sekitar, Berfoto di depan patung-patung ikonik dan tulisan ""Taman Pancasila"", Bersepeda di jalur khusus yang tersedia.","Terdapat Area Bermain Anak, Tersedia wahana seperti kereta mini, mobil-mobilan, odong-odong, dan permainan lainnya, Terdapat Bangku Taman untuk pengunjung bersantai, Terdapat Beragam pilihan kuliner lokal tersedia di sekitar taman, Terdapat Area Parkir untuk kendaraan pengunjung, Terdapat Penerangan Malam Hari seperti Lampu-lampu yang menerangi taman, menambah keindahan suasana malam, Tersedia jalur khusus bagi pengguna sepeda.",Semua Umur,taman pancasila karanganyar adalah ruang terbuka publik yang terletak di pusat kota karanganyar taman ini dihiasi dengan patungpatung ikonik seperti garuda ir soekarno dan m hatta serta tulisan besar taman pancasila tempat ini menjadi destinasi favorit bagi keluarga untuk bersantai bermain dan menikmati suasana kota terutama pada sore dan malam hari,"['bersantai dan menikmati suasana taman', 'bermain dengan anak-anak di area permainan', 'menikmati kuliner lokal dari pedagang sekitar', 'berfoto di depan patung-patung ikonik dan tulisan ""taman pancasila""', 'bersepeda di jalur khusus yang tersedia.']","['terdapat area bermain anak', 'tersedia wahana seperti kereta mini', 'mobil-mobilan', 'odong-odong', 'dan permainan lainnya', 'terdapat bangku taman untuk pengunjung bersantai', 'terdapat beragam pilihan kuliner lokal tersedia di sekitar taman', 'terdapat area parkir untuk kendaraan pengunjung', 'terdapat penerangan malam hari seperti lampu-lampu yang menerangi taman', 'menambah keindahan suasana malam', 'tersedia jalur khusus bagi pengguna sepeda.']"
T098,Wisata Bukit Sekipan Tawangmangu,"Jl. Sekipan, Kramat, Kalisoro, Kec. Tawangmangu, Kabupaten Karanganyar, Jawa Tengah 57792",-7.66752287,111.14408688,"lingkungan, kreativitas","Wisata Edukasi, Wisata Alam","{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–18.00"", ""Minggu"": ""08.00–18.00""}","{
  ""tiket_reguler"": {
  ""weekday"": 50000,
  ""weekend"": 60000
  },
  ""tiket_terusan"": {
  ""weekday"": 80000,
  ""weekend"": 110000
  },
  ""tiket_bukit_sekipan_night"": {
  ""harga"": 50000
  },
  ""wahana_tambahan"": {
  ""mini_coaster"": 25000,
  ""bom_bom_car"": 25000,
  ""monorail"": 20000,
  ""super_rally"": 20000,
  ""kora_kora"": 15000,
  ""kiddy_boat"": 10000,
  ""komidi_putar"": 10000,
  ""kereta_mini"": 10000
  }
 }",50000,110000,12683,4.4,http://www.bukitsekipan.com/,"Bukit Sekipan Tawangmangu adalah taman rekreasi keluarga yang memadukan keindahan alam pegunungan dengan beragam wahana modern dan edukatif. Menawarkan lebih dari 90 spot foto, area tematik, wahana permainan, hingga fasilitas penginapan, tempat ini cocok untuk liburan bersama keluarga maupun kegiatan kelompok.","Menjelajahi berbagai wahana permainan dan area tematik, Berfoto di spot-spot instagramable, Mengikuti kegiatan outbound dan edukasi, Berkemah di area yang disediakan, Bermain di waterboom dengan air pegunungan, Menikmati kuliner di restoran yang tersedia","Terdapat toilet bersih, Terdapat Mushola, Terdapat Restoran dengan menu bervariasi, Terdapat Pusat informasi, Terdapat Area parkir luas, Terdapat Penginapan (hotel dan villa), Terdapat wahana permainan modern, Terdapat area tematik, Terdapat spot foto instagramable",Semua Umur,bukit sekipan tawangmangu adalah taman rekreasi keluarga yang memadukan keindahan alam pegunungan dengan beragam wahana modern dan edukatif menawarkan lebih dari 90 spot foto area tematik wahana permainan hingga fasilitas penginapan tempat ini cocok untuk liburan bersama keluarga maupun kegiatan kelompok,"['menjelajahi berbagai wahana permainan dan area tematik', 'berfoto di spot-spot instagramable', 'mengikuti kegiatan outbound dan edukasi', 'berkemah di area yang disediakan', 'bermain di waterboom dengan air pegunungan', 'menikmati kuliner di restoran yang tersedia']","['terdapat toilet bersih', 'terdapat mushola', 'terdapat restoran dengan menu bervariasi', 'terdapat pusat informasi', 'terdapat area parkir luas', 'terdapat penginapan (hotel dan villa)', 'terdapat wahana permainan modern', 'terdapat area tematik', 'terdapat spot foto instagramable']"
T099,The Lawu Park,"Bulakrejo, Gondosuli Kidul, Gondosuli, Kec. Tawangmangu, Kabupaten Karanganyar, Jawa Tengah 57792",-7.66340857,111.17629799,"sejarah, budaya, religi","Wisata Edukasi, Wisata Alam","{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–17.00"", ""Minggu"": ""08.00–17.00""}","{
  ""Weekday"": 20000,
  ""Weekend"": 25000,
  ""Hari libur"" :25000
  }",20000,25000,17472,4.5,https://instagram.com/the_lawupark,"The Lawu Park adalah taman rekreasi keluarga yang terletak di kaki Gunung Lawu, menawarkan berbagai wahana permainan, spot foto, dan penginapan dengan latar belakang panorama alam yang indah. Dengan luas sekitar 4,5 hektare, tempat ini cocok untuk liburan keluarga, gathering, maupun kegiatan edukatif.","Menikmati berbagai wahana permainan dan area tematik, Berinteraksi dengan hewan di Mini Zoo, Berkemah atau menginap di penginapan yang tersedia, Mengikuti kegiatan outbound dan edukasi pertanian, Berfoto di spot-spot menarik, Menikmati kuliner di restoran dan kafe","Terdapat Mushola, Terdapat Toilet, Terdapat Area Parkir, Terdapat Restoran dan Kafe, Terdapat Gazebo, Terdapat Area Outbound, Terdapat Spot Foto Instagramable, Terdapat Kolam Renang Anak, Terdapat Camping Ground",Semua Umur,the lawu park adalah taman rekreasi keluarga yang terletak di kaki gunung lawu menawarkan berbagai wahana permainan spot foto dan penginapan dengan latar belakang panorama alam yang indah dengan luas sekitar 45 hektare tempat ini cocok untuk liburan keluarga gathering maupun kegiatan edukatif,"['menikmati berbagai wahana permainan dan area tematik', 'berinteraksi dengan hewan di mini zoo', 'berkemah atau menginap di penginapan yang tersedia', 'mengikuti kegiatan outbound dan edukasi pertanian', 'berfoto di spot-spot menarik', 'menikmati kuliner di restoran dan kafe']","['terdapat mushola', 'terdapat toilet', 'terdapat area parkir', 'terdapat restoran dan kafe', 'terdapat gazebo', 'terdapat area outbound', 'terdapat spot foto instagramable', 'terdapat kolam renang anak', 'terdapat camping ground']"
